Season,League,Team,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Goals_GA,Goals_PKA,Goals_FK,Goals_CK,Goals_OG,Expected_PSxG,Expected_PSxG/SoT,Expected_PSxG+/-,Expected_/90,Launched_Cmp,Launched_Att,Launched_Cmp%,Passes_Att,Passes_Thr,Passes_Launch%,Passes_AvgLen,Goal Kicks_Att,Goal Kicks_Launch%,Goal Kicks_AvgLen,Crosses_Opp,Crosses_Stp,Crosses_Stp%,Sweeper_#OPA,Sweeper_#OPA/90,Sweeper_AvgDist,Unnamed: 30_level_0_Matches
2019-2020,SeriaA,SPAL,Etrit Berisha,al ALB,GK,30.0,26.0,44.0,6.0,1.0,2.0,2.0,45.4,0.27,3.4,0.13,164.0,389.0,42.2,642.0,142.0,39.6,34.0,233.0,57.9,44.1,419.0,12.0,2.9,21.0,0.81,14.3,Matches
2019-2020,SeriaA,SPAL,Karlo Letica,hr CRO,GK,22.0,10.0,29.0,0.0,2.0,1.0,1.0,18.9,0.28,-9.1,-0.91,55.0,155.0,35.5,219.0,54.0,44.7,37.2,95.0,60.0,45.4,168.0,5.0,3.0,3.0,0.3,10.3,Matches
2019-2020,SeriaA,SPAL,Demba Thiam,sn SEN,GK,21.0,2.0,4.0,1.0,0.0,1.0,0.0,3.2,0.14,-0.8,-0.4,8.0,21.0,38.1,42.0,10.0,31.0,31.0,27.0,29.6,25.9,36.0,2.0,5.6,0.0,0.0,10.3,Matches
2019-2020,SeriaA,SPAL,Squad Total,,,27.5,38.0,77.0,7.0,3.0,4.0,3.0,67.5,0.26,-6.5,-0.17,227.0,565.0,40.2,903.0,206.0,40.4,34.7,355.0,56.3,43.1,623.0,19.0,3.0,24.0,0.63,13.1,
2019-2020,SeriaA,SPAL,Opponent Total,,,27.0,38.0,27.0,5.0,0.0,3.0,0.0,34.0,0.22,7.0,0.18,140.0,399.0,35.1,884.0,162.0,30.8,32.3,293.0,43.3,36.7,541.0,20.0,3.7,16.0,0.42,12.7,
2019-2020,EreDivisie,Ajax,André Onana,cm CMR,GK,23.0,24.0,21.0,2.0,0.0,1.0,0.0,26.4,0.34,5.4,0.23,98.0,216.0,45.4,612.0,126.0,27.5,28.8,152.0,31.6,33.8,185.0,17.0,9.2,41.0,1.71,17.3,Matches
2019-2020,EreDivisie,Ajax,Bruno Varela,pt POR,GK,24.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.52,0.0,0.01,5.0,9.0,55.6,23.0,5.0,26.1,28.4,8.0,37.5,34.8,11.0,0.0,0.0,1.0,1.0,19.5,Matches
2019-2020,EreDivisie,Ajax,Squad Total,,,25.1,25.0,23.0,2.0,0.0,1.0,0.0,28.5,0.36,5.5,0.22,103.0,225.0,45.8,635.0,131.0,27.4,28.8,160.0,31.9,33.9,196.0,17.0,8.7,42.0,1.68,17.3,
2019-2020,EreDivisie,Ajax,Opponent Total,,,24.8,25.0,68.0,3.0,0.0,4.0,1.0,72.1,0.35,5.1,0.2,247.0,620.0,39.8,745.0,134.0,56.0,41.5,294.0,69.0,51.4,451.0,28.0,6.2,22.0,,11.3,
2019-2020,EreDivisie,AZ Alkmaar,Marco Bizot,nl NED,GK,28.0,23.0,11.0,1.0,1.0,2.0,1.0,15.3,0.21,5.3,0.23,76.0,247.0,30.8,588.0,135.0,32.3,32.4,174.0,32.8,33.4,251.0,14.0,5.6,12.0,0.52,13.4,Matches
2019-2020,EreDivisie,AZ Alkmaar,Rody de Boer,nl NED,GK,21.0,1.9,6.0,1.0,0.0,0.0,0.0,5.1,0.35,-0.9,-0.46,6.0,13.0,46.2,48.0,11.0,18.8,24.9,13.0,30.8,32.0,13.0,0.0,0.0,2.0,1.04,19.2,Matches
2019-2020,EreDivisie,AZ Alkmaar,Squad Total,,,23.9,25.0,17.0,2.0,1.0,2.0,1.0,20.4,0.23,4.4,0.18,82.0,260.0,31.5,636.0,146.0,31.3,31.9,187.0,32.6,33.3,264.0,14.0,5.3,14.0,0.56,13.8,
2019-2020,EreDivisie,AZ Alkmaar,Opponent Total,,,24.8,25.0,54.0,9.0,2.0,9.0,0.0,52.5,0.28,-1.5,-0.06,179.0,435.0,41.1,687.0,135.0,46.4,38.1,222.0,52.3,42.7,266.0,14.0,5.3,17.0,,11.9,
2019-2020,EreDivisie,Feyenoord,Kenneth Vermeer,nl NED,GK,33.0,16.0,27.0,1.0,0.0,1.0,2.0,20.9,0.27,-4.1,-0.26,82.0,228.0,36.0,349.0,65.0,41.5,36.6,134.0,61.9,48.2,187.0,4.0,2.1,11.0,0.69,15.0,Matches
2019-2020,EreDivisie,Feyenoord,Justin Bijlow,nl NED,GK,21.0,7.0,8.0,2.0,0.0,2.0,0.0,8.2,0.27,0.2,0.03,25.0,105.0,23.8,186.0,42.0,37.1,34.3,48.0,75.0,53.0,80.0,8.0,10.0,4.0,0.57,12.3,Matches
2019-2020,EreDivisie,Feyenoord,Nick Marsman,nl NED,GK,28.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.19,3.0,1.5,9.0,16.0,56.3,31.0,10.0,25.8,32.4,21.0,38.1,39.0,29.0,1.0,3.4,3.0,1.5,18.0,Matches
2019-2020,EreDivisie,Feyenoord,Squad Total,,,25.7,25.0,35.0,3.0,0.0,3.0,2.0,32.1,0.26,-0.9,-0.03,116.0,349.0,33.2,566.0,117.0,39.2,35.6,203.0,62.6,48.4,296.0,13.0,4.4,18.0,0.72,14.3,
2019-2020,EreDivisie,Feyenoord,Opponent Total,,,24.6,25.0,50.0,9.0,1.0,3.0,1.0,45.0,0.25,-4.0,-0.16,141.0,397.0,35.5,693.0,135.0,40.3,35.5,209.0,56.5,45.8,327.0,20.0,6.1,28.0,,13.1,
2019-2020,EreDivisie,PSV Eindhoven,Lars Unnerstall,de GER,GK,29.0,14.0,13.0,3.0,0.0,1.0,0.0,16.2,0.25,3.2,0.23,59.0,148.0,39.9,325.0,71.0,30.5,30.6,106.0,46.2,38.9,174.0,14.0,8.0,20.0,1.43,15.1,Matches
2019-2020,EreDivisie,PSV Eindhoven,Jeroen Zoet,nl NED,GK,28.0,11.0,14.0,0.0,0.0,3.0,0.0,9.7,0.26,-4.3,-0.39,58.0,129.0,45.0,251.0,64.0,29.9,30.7,90.0,60.0,47.1,139.0,9.0,6.5,14.0,1.27,15.7,Matches
2019-2020,EreDivisie,PSV Eindhoven,Robbin Ruiter,nl NED,GK,32.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.32,0.0,-0.03,1.0,2.0,50.0,9.0,3.0,11.1,20.2,6.0,16.7,23.8,13.0,0.0,0.0,3.0,3.0,32.7,Matches
2019-2020,EreDivisie,PSV Eindhoven,Squad Total,,,24.0,26.0,28.0,3.0,0.0,4.0,0.0,26.8,0.25,-1.2,-0.05,118.0,279.0,42.3,585.0,138.0,29.9,30.5,202.0,51.5,42.1,326.0,23.0,7.1,37.0,1.42,15.8,
2019-2020,EreDivisie,PSV Eindhoven,Opponent Total,,,24.9,26.0,54.0,6.0,0.0,7.0,2.0,54.0,0.31,2.0,0.08,171.0,471.0,36.3,762.0,124.0,45.0,36.6,209.0,61.2,46.6,327.0,10.0,3.1,28.0,,13.8,
2019-2020,EreDivisie,Willem II,Timon Wellenreuther,de GER,GK,23.0,25.0,34.0,4.0,0.0,4.0,1.0,35.2,0.25,2.2,0.09,220.0,555.0,39.6,671.0,104.0,57.8,42.6,215.0,77.7,56.7,324.0,20.0,6.2,22.0,0.88,12.7,Matches
2019-2020,EreDivisie,Willem II,Michael Woud,nz NZL,GK,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11,0.1,0.11,4.0,14.0,28.6,26.0,4.0,38.5,35.5,7.0,57.1,44.1,18.0,0.0,0.0,0.0,0.0,,Matches
2019-2020,EreDivisie,Willem II,Squad Total,,,24.7,26.0,34.0,4.0,0.0,4.0,1.0,35.3,0.25,2.3,0.09,224.0,569.0,39.4,697.0,108.0,57.1,42.4,222.0,77.0,56.3,342.0,20.0,5.8,22.0,0.85,12.7,
2019-2020,EreDivisie,Willem II,Opponent Total,,,24.8,26.0,37.0,3.0,0.0,2.0,1.0,37.7,0.32,1.7,0.07,141.0,455.0,31.0,700.0,106.0,43.9,36.3,202.0,73.3,51.4,347.0,9.0,2.6,23.0,,15.6,
2019-2020,EreDivisie,Utrecht,Maarten Paes,nl NED,GK,21.0,18.0,25.0,2.0,3.0,3.0,0.0,22.5,0.26,-2.5,-0.14,82.0,186.0,44.1,317.0,64.0,32.8,31.2,136.0,60.3,45.6,221.0,11.0,5.0,8.0,0.44,12.5,Matches
2019-2020,EreDivisie,Utrecht,Jeroen Zoet,nl NED,GK,28.0,7.0,9.0,1.0,0.0,1.0,0.0,9.2,0.3,0.2,0.03,23.0,56.0,41.1,148.0,40.0,20.9,29.4,51.0,49.0,40.6,108.0,7.0,6.5,9.0,1.29,14.2,Matches
2019-2020,EreDivisie,Utrecht,Squad Total,,,25.2,25.0,34.0,3.0,3.0,4.0,0.0,31.7,0.27,-2.3,-0.09,105.0,242.0,43.4,465.0,104.0,29.0,30.7,187.0,57.2,44.3,329.0,18.0,5.5,17.0,0.68,13.1,
2019-2020,EreDivisie,Utrecht,Opponent Total,,,24.7,25.0,50.0,7.0,0.0,9.0,2.0,37.6,0.26,-10.4,-0.42,145.0,379.0,38.3,648.0,98.0,40.0,35.4,229.0,52.4,44.3,315.0,15.0,4.8,25.0,,15.2,
2019-2020,EreDivisie,Vitesse,Remko Pasveer,nl NED,GK,35.0,26.0,35.0,8.0,0.0,5.0,0.0,38.3,0.25,3.3,0.13,196.0,524.0,37.4,845.0,151.0,50.8,39.8,201.0,47.3,40.5,328.0,20.0,6.1,30.0,1.15,14.9,Matches
2019-2020,EreDivisie,Vitesse,Squad Total,,,25.5,26.0,35.0,8.0,0.0,5.0,0.0,38.3,0.25,3.3,0.13,196.0,524.0,37.4,845.0,151.0,50.8,39.8,201.0,47.3,40.5,328.0,20.0,6.1,30.0,1.15,14.9,
2019-2020,EreDivisie,Vitesse,Opponent Total,,,24.7,26.0,45.0,4.0,2.0,3.0,0.0,36.6,0.23,-8.4,-0.32,209.0,473.0,44.2,699.0,144.0,44.9,37.7,246.0,64.6,48.0,427.0,18.0,4.2,24.0,,13.9,
2019-2020,EreDivisie,Heracles Almelo,Janis Blaswich,de GER,GK,28.0,26.0,34.0,3.0,2.0,1.0,0.0,33.3,0.24,-0.7,-0.03,128.0,336.0,38.1,700.0,145.0,34.0,32.6,203.0,48.3,40.7,326.0,19.0,5.8,21.0,0.81,12.6,Matches
2019-2020,EreDivisie,Heracles Almelo,Squad Total,,,23.9,26.0,34.0,3.0,2.0,1.0,0.0,33.3,0.24,-0.7,-0.03,128.0,336.0,38.1,700.0,145.0,34.0,32.6,203.0,48.3,40.7,326.0,19.0,5.8,21.0,0.81,12.6,
2019-2020,EreDivisie,Heracles Almelo,Opponent Total,,,24.9,26.0,40.0,1.0,0.0,3.0,1.0,35.6,0.28,-3.4,-0.13,143.0,395.0,36.2,663.0,117.0,41.5,36.7,216.0,55.6,45.3,328.0,31.0,9.5,34.0,,14.6,
2019-2020,EreDivisie,Groningen,Sergio Padt,nl NED,GK,29.0,26.0,26.0,3.0,1.0,2.0,0.0,27.3,0.26,1.3,0.05,178.0,501.0,35.5,886.0,108.0,42.8,36.1,225.0,54.2,45.4,317.0,15.0,4.7,46.0,1.77,16.2,Matches
2019-2020,EreDivisie,Groningen,Squad Total,,,23.8,26.0,26.0,3.0,1.0,2.0,0.0,27.3,0.26,1.3,0.05,178.0,501.0,35.5,886.0,108.0,42.8,36.1,225.0,54.2,45.4,317.0,15.0,4.7,46.0,1.77,16.2,
2019-2020,EreDivisie,Groningen,Opponent Total,,,24.9,26.0,27.0,4.0,0.0,2.0,0.0,28.2,0.25,1.2,0.05,184.0,522.0,35.2,697.0,125.0,47.3,39.4,261.0,73.6,52.9,425.0,9.0,2.1,19.0,,13.2,
2019-2020,EreDivisie,Heerenveen,Warner Hahn,sr SUR,GK,27.0,20.0,27.0,3.0,1.0,5.0,0.0,27.0,0.24,0.0,0.0,88.0,266.0,33.1,557.0,118.0,36.8,34.1,138.0,44.2,39.8,265.0,9.0,3.4,12.0,0.6,12.7,Matches
2019-2020,EreDivisie,Heerenveen,Filip Bednarek,pl POL,GK,26.0,6.0,14.0,3.0,0.0,1.0,2.0,13.2,0.37,1.2,0.2,34.0,95.0,35.8,151.0,36.0,37.7,33.0,56.0,67.9,46.4,100.0,1.0,1.0,1.0,0.17,10.1,Matches
2019-2020,EreDivisie,Heerenveen,Squad Total,,,22.7,26.0,41.0,6.0,1.0,6.0,2.0,40.2,0.27,1.2,0.05,122.0,361.0,33.8,708.0,154.0,37.0,33.8,194.0,51.0,41.7,365.0,10.0,2.7,13.0,0.5,12.3,
2019-2020,EreDivisie,Heerenveen,Opponent Total,,,24.9,26.0,41.0,3.0,1.0,6.0,1.0,45.3,0.26,5.3,0.2,204.0,583.0,35.0,797.0,113.0,47.8,38.4,261.0,77.4,53.8,353.0,16.0,4.5,22.0,,13.6,
2019-2020,EreDivisie,Sparta R'dam,Ariel Harush,il ISR,GK,31.0,16.0,27.0,4.0,0.0,3.0,0.0,24.0,0.3,-3.0,-0.19,120.0,308.0,39.0,328.0,47.0,53.0,42.1,153.0,87.6,60.4,256.0,8.0,3.1,17.0,1.06,14.2,Matches
2019-2020,EreDivisie,Sparta R'dam,Tim Coremans,nl NED,GK,28.0,10.0,17.0,2.0,1.0,2.0,0.0,16.6,0.34,-0.4,-0.04,77.0,191.0,40.3,233.0,60.0,46.4,38.8,101.0,82.2,60.3,173.0,5.0,2.9,11.0,1.1,12.9,Matches
2019-2020,EreDivisie,Sparta R'dam,Squad Total,,,25.1,26.0,45.0,7.0,1.0,5.0,0.0,41.6,0.31,-3.4,-0.13,197.0,500.0,39.4,562.0,107.0,50.4,40.8,254.0,85.4,60.4,429.0,13.0,3.0,28.0,1.08,13.7,
2019-2020,EreDivisie,Sparta R'dam,Opponent Total,,,24.7,26.0,41.0,2.0,0.0,5.0,1.0,36.3,0.28,-3.7,-0.14,140.0,379.0,36.9,674.0,136.0,37.7,34.5,222.0,56.3,45.2,329.0,9.0,2.7,28.0,,16.5,
2019-2020,EreDivisie,Emmen,Dennis Telgenkamp,nl NED,GK,32.0,26.0,45.0,3.0,0.0,4.0,2.0,41.9,0.31,-1.1,-0.04,161.0,438.0,36.8,726.0,143.0,36.2,34.4,239.0,73.2,52.1,357.0,8.0,2.2,20.0,0.77,12.8,Matches
2019-2020,EreDivisie,Emmen,Squad Total,,,26.3,26.0,45.0,3.0,0.0,4.0,2.0,41.9,0.31,-1.1,-0.04,161.0,438.0,36.8,726.0,143.0,36.2,34.4,239.0,73.2,52.1,357.0,8.0,2.2,20.0,0.77,12.8,
2019-2020,EreDivisie,Emmen,Opponent Total,,,24.6,26.0,32.0,3.0,1.0,3.0,1.0,31.6,0.29,0.6,0.02,166.0,393.0,42.2,673.0,117.0,39.4,34.9,209.0,61.2,48.0,314.0,21.0,6.7,37.0,,15.8,
2019-2020,EreDivisie,VVV-Venlo,Thorsten Kirschbaum,de GER,GK,32.0,26.0,51.0,4.0,2.0,2.0,0.0,45.1,0.27,-5.9,-0.23,243.0,587.0,41.4,719.0,85.0,53.4,41.0,273.0,74.4,52.2,394.0,10.0,2.5,11.0,0.42,11.7,Matches
2019-2020,EreDivisie,VVV-Venlo,Squad Total,,,27.0,26.0,51.0,4.0,2.0,2.0,0.0,45.1,0.27,-5.9,-0.23,243.0,587.0,41.4,719.0,85.0,53.4,41.0,273.0,74.4,52.2,394.0,10.0,2.5,11.0,0.42,11.7,
2019-2020,EreDivisie,VVV-Venlo,Opponent Total,,,24.6,26.0,24.0,4.0,2.0,2.0,0.0,26.5,0.27,2.5,0.1,112.0,267.0,41.9,562.0,132.0,31.0,31.9,178.0,52.2,44.6,307.0,13.0,4.2,19.0,,15.1,
2019-2020,EreDivisie,Twente,Joel Drommel,nl NED,GK,22.0,24.2,42.0,0.0,0.0,5.0,2.0,41.9,0.3,1.9,0.08,135.0,384.0,35.2,774.0,145.0,40.7,35.8,179.0,38.5,36.0,350.0,19.0,5.4,32.0,1.32,16.3,Matches
2019-2020,EreDivisie,Twente,Jorn Brondeel,be BEL,GK,25.0,1.8,4.0,0.0,0.0,2.0,0.0,3.5,0.25,-0.5,-0.3,9.0,28.0,32.1,50.0,9.0,36.0,32.7,22.0,45.5,37.5,33.0,1.0,3.0,0.0,0.0,8.2,Matches
2019-2020,EreDivisie,Twente,Squad Total,,,23.5,26.0,46.0,0.0,0.0,7.0,2.0,45.4,0.29,1.4,0.05,144.0,412.0,35.0,824.0,154.0,40.4,35.6,201.0,39.3,36.2,383.0,20.0,5.2,32.0,1.23,15.9,
2019-2020,EreDivisie,Twente,Opponent Total,,,24.9,26.0,34.0,5.0,2.0,2.0,0.0,32.7,0.32,-1.3,-0.05,170.0,437.0,38.9,807.0,133.0,41.9,35.8,182.0,54.4,45.0,321.0,16.0,5.0,35.0,,15.7,
2019-2020,EreDivisie,Zwolle,Xavier Mous,nl NED,GK,23.0,13.0,32.0,2.0,0.0,4.0,1.0,29.1,0.3,-1.9,-0.14,74.0,196.0,37.8,365.0,62.0,38.1,34.6,110.0,51.8,44.2,190.0,7.0,3.7,7.0,0.54,11.5,Matches
2019-2020,EreDivisie,Zwolle,Michael Zetterer,de GER,GK,24.0,13.0,23.0,3.0,1.0,1.0,0.0,23.9,0.26,0.9,0.07,82.0,216.0,38.0,451.0,97.0,36.1,34.7,122.0,43.4,41.1,227.0,7.0,3.1,9.0,0.69,13.8,Matches
2019-2020,EreDivisie,Zwolle,Squad Total,,,24.7,26.0,55.0,5.0,1.0,5.0,1.0,53.0,0.28,-1.0,-0.04,156.0,412.0,37.9,816.0,159.0,37.0,34.6,232.0,47.4,42.6,417.0,14.0,3.4,16.0,0.62,12.6,
2019-2020,EreDivisie,Zwolle,Opponent Total,,,24.6,26.0,37.0,3.0,1.0,4.0,0.0,33.5,0.25,-3.5,-0.13,169.0,421.0,40.1,714.0,156.0,42.0,35.9,202.0,59.9,46.6,344.0,19.0,5.5,24.0,,13.5,
2019-2020,EreDivisie,Fortuna Sittard,Alexei Koșelev,md MDA,GK,25.0,26.0,52.0,9.0,1.0,6.0,1.0,50.3,0.29,-0.7,-0.03,201.0,564.0,35.6,617.0,83.0,57.5,42.8,256.0,81.6,56.4,484.0,31.0,6.4,23.0,0.88,12.8,Matches
2019-2020,EreDivisie,Fortuna Sittard,Squad Total,,,23.2,26.0,52.0,9.0,1.0,6.0,1.0,50.3,0.29,-0.7,-0.03,201.0,564.0,35.6,617.0,83.0,57.5,42.8,256.0,81.6,56.4,484.0,31.0,6.4,23.0,0.88,12.8,
2019-2020,EreDivisie,Fortuna Sittard,Opponent Total,,,25.2,26.0,29.0,3.0,2.0,1.0,2.0,31.9,0.28,4.9,0.19,127.0,305.0,41.6,653.0,154.0,36.0,34.5,197.0,35.5,35.8,299.0,11.0,3.7,21.0,,14.1,
2019-2020,EreDivisie,ADO Den Haag,Luuk Koopmans,nl NED,GK,25.0,20.0,42.0,3.0,1.0,5.0,1.0,38.5,0.31,-2.5,-0.12,180.0,414.0,43.5,528.0,77.0,53.2,41.0,191.0,69.6,51.3,314.0,6.0,1.9,17.0,0.85,14.5,Matches
2019-2020,EreDivisie,ADO Den Haag,Robert Zwinkels,nl NED,GK,36.0,5.0,9.0,0.0,0.0,0.0,2.0,8.5,0.32,1.5,0.3,46.0,102.0,45.1,129.0,36.0,51.9,39.1,49.0,71.4,52.4,69.0,2.0,2.9,1.0,0.2,10.0,Matches
2019-2020,EreDivisie,ADO Den Haag,Mike Havekotte,nl NED,GK,23.0,1.0,3.0,2.0,0.0,0.0,0.0,4.1,0.23,1.1,1.06,8.0,19.0,42.1,33.0,8.0,48.5,37.4,7.0,42.9,38.4,7.0,1.0,14.3,4.0,4.0,14.8,Matches
2019-2020,EreDivisie,ADO Den Haag,Squad Total,,,27.0,26.0,54.0,5.0,1.0,5.0,3.0,51.1,0.31,0.1,0.0,234.0,535.0,43.7,690.0,121.0,52.8,40.5,247.0,69.2,51.2,390.0,9.0,2.3,22.0,0.85,13.9,
2019-2020,EreDivisie,ADO Den Haag,Opponent Total,,,24.7,26.0,25.0,3.0,2.0,4.0,3.0,27.8,0.28,5.8,0.22,178.0,429.0,41.5,714.0,115.0,41.9,36.0,203.0,64.0,48.1,408.0,17.0,4.2,32.0,,15.3,
2019-2020,EreDivisie,RKC Waalwijk,Etienne Vaessen,nl NED,GK,24.0,23.5,53.0,3.0,2.0,4.0,1.0,44.1,0.32,-7.9,-0.34,254.0,594.0,42.8,861.0,141.0,49.9,39.4,219.0,74.9,53.7,287.0,20.0,7.0,39.0,1.66,16.1,Matches
2019-2020,EreDivisie,RKC Waalwijk,Kees Heemskerk,nl NED,GK,28.0,2.5,7.0,1.0,0.0,1.0,0.0,4.9,0.25,-2.1,-0.84,25.0,51.0,49.0,101.0,18.0,38.6,32.2,22.0,54.5,43.2,31.0,0.0,0.0,2.0,0.79,11.6,Matches
2019-2020,EreDivisie,RKC Waalwijk,Squad Total,,,25.0,26.0,60.0,4.0,2.0,5.0,1.0,49.0,0.31,-10.0,-0.39,279.0,645.0,43.3,962.0,159.0,48.8,38.6,241.0,73.0,52.8,318.0,20.0,6.3,41.0,1.58,15.8,
2019-2020,EreDivisie,RKC Waalwijk,Opponent Total,,,24.9,26.0,27.0,2.0,0.0,2.0,0.0,26.2,0.25,-0.8,-0.03,161.0,378.0,42.6,751.0,139.0,36.6,33.3,185.0,55.7,44.1,373.0,18.0,4.8,15.0,,12.3,
2019-2020,PrimeiraLiga,Porto,Agustín Marchesín,ar ARG,GK,31.0,31.0,19.0,1.0,0.0,3.0,0.0,17.1,0.25,-1.9,-0.06,221.0,473.0,46.7,823.0,99.0,44.0,36.4,196.0,56.6,45.4,308.0,6.0,1.9,32.0,1.03,16.9,Matches
2019-2020,PrimeiraLiga,Porto,Diogo Costa,pt POR,GK,19.0,2.8,3.0,0.0,0.0,0.0,0.0,3.4,0.35,0.4,0.14,16.0,49.0,32.7,89.0,7.0,39.3,35.4,18.0,77.8,53.4,39.0,1.0,2.6,1.0,0.35,9.4,Matches
2019-2020,PrimeiraLiga,Porto,Mouhamed Mbaye,sn SEN,GK,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.19,2.0,3.0,66.7,7.0,2.0,28.6,27.1,1.0,100.0,63.0,4.0,0.0,0.0,0.0,0.0,,Matches
2019-2020,PrimeiraLiga,Porto,Squad Total,,,27.4,34.0,22.0,1.0,0.0,3.0,0.0,20.5,0.26,-1.5,-0.04,239.0,525.0,45.5,919.0,108.0,43.4,36.3,215.0,58.6,46.1,351.0,7.0,2.0,33.0,0.97,16.1,
2019-2020,PrimeiraLiga,Porto,Opponent Total,,,25.9,34.0,74.0,10.0,2.0,13.0,3.0,69.9,0.32,-1.1,-0.03,178.0,556.0,32.0,822.0,147.0,44.5,38.1,315.0,60.3,47.3,580.0,20.0,3.4,30.0,0.88,12.0,
2019-2020,PrimeiraLiga,Benfica,Odisseas Vlachodimos,gr GRE,GK,25.0,33.0,26.0,3.0,0.0,4.0,2.0,30.6,0.28,6.6,0.2,97.0,275.0,35.3,758.0,151.0,26.0,30.7,213.0,36.6,36.6,391.0,7.0,1.8,52.0,1.58,17.2,Matches
2019-2020,PrimeiraLiga,Benfica,Mile Svilar,rs SRB,GK,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9,0.45,0.9,0.89,7.0,10.0,70.0,29.0,6.0,27.6,30.1,5.0,40.0,34.2,9.0,0.0,0.0,3.0,3.0,21.0,Matches
2019-2020,PrimeiraLiga,Benfica,Squad Total,,,25.4,34.0,26.0,3.0,0.0,4.0,2.0,31.5,0.29,7.5,0.22,104.0,285.0,36.5,787.0,157.0,26.0,30.7,218.0,36.7,36.5,400.0,7.0,1.8,55.0,1.62,17.4,
2019-2020,PrimeiraLiga,Benfica,Opponent Total,,,26.0,34.0,71.0,5.0,0.0,12.0,4.0,66.5,0.33,-0.5,-0.01,229.0,582.0,39.3,887.0,136.0,43.3,38.4,332.0,59.6,45.3,673.0,17.0,2.5,54.0,1.59,15.4,
2019-2020,PrimeiraLiga,Braga,Matheus,br BRA,GK,27.0,29.0,37.0,6.0,0.0,0.0,2.0,36.1,0.27,1.1,0.04,100.0,250.0,40.0,759.0,157.0,23.3,30.3,200.0,36.5,36.4,314.0,18.0,5.7,44.0,1.52,15.7,Matches
2019-2020,PrimeiraLiga,Braga,Eduardo Carvalho,pt POR,GK,36.0,4.0,2.0,0.0,1.0,0.0,0.0,2.9,0.29,0.9,0.23,20.0,60.0,33.3,90.0,18.0,44.4,39.0,31.0,64.5,52.4,62.0,3.0,4.8,5.0,1.25,13.3,Matches
2019-2020,PrimeiraLiga,Braga,Tiago Sá,pt POR,GK,24.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.99,0.0,-0.01,4.0,6.0,66.7,17.0,5.0,29.4,27.9,1.0,100.0,64.0,4.0,0.0,0.0,1.0,1.0,10.3,Matches
2019-2020,PrimeiraLiga,Braga,Squad Total,,,25.5,34.0,40.0,6.0,1.0,0.0,2.0,40.0,0.28,2.0,0.06,124.0,316.0,39.2,866.0,180.0,25.6,31.2,232.0,40.5,38.7,380.0,21.0,5.5,50.0,1.47,15.3,
2019-2020,PrimeiraLiga,Braga,Opponent Total,,,25.9,34.0,61.0,3.0,1.0,7.0,0.0,62.2,0.32,1.2,0.03,235.0,656.0,35.8,882.0,152.0,46.4,39.3,355.0,69.6,51.0,678.0,22.0,3.2,41.0,1.21,13.4,
2019-2020,PrimeiraLiga,Sporting CP,Luís Maximiano,pt POR,GK,20.0,23.0,22.0,2.0,0.0,5.0,0.0,24.3,0.32,2.3,0.1,72.0,175.0,41.1,501.0,107.0,25.9,30.8,165.0,27.3,31.7,248.0,13.0,5.2,21.0,0.91,14.9,Matches
2019-2020,PrimeiraLiga,Sporting CP,Renan Ribeiro,br BRA,GK,29.0,11.0,12.0,4.0,1.0,1.0,1.0,13.8,0.26,2.8,0.26,49.0,136.0,36.0,250.0,44.0,32.8,34.0,105.0,51.4,45.0,160.0,2.0,1.3,12.0,1.09,16.5,Matches
2019-2020,PrimeiraLiga,Sporting CP,Squad Total,,,25.0,34.0,34.0,6.0,1.0,6.0,1.0,38.1,0.3,5.1,0.15,121.0,311.0,38.9,751.0,151.0,28.2,31.9,270.0,36.7,36.9,408.0,15.0,3.7,33.0,0.97,15.4,
2019-2020,PrimeiraLiga,Sporting CP,Opponent Total,,,26.2,34.0,49.0,8.0,4.0,3.0,2.0,41.7,0.25,-5.3,-0.15,246.0,651.0,37.8,822.0,139.0,51.5,40.8,331.0,68.9,50.1,518.0,15.0,2.9,18.0,0.53,12.5,
2019-2020,PrimeiraLiga,Rio Ave,Paweł Kieszek,pl POL,GK,35.0,34.0,36.0,3.0,3.0,6.0,0.0,33.0,0.25,-3.0,-0.09,164.0,427.0,38.4,893.0,197.0,29.9,31.7,300.0,53.3,42.0,510.0,22.0,4.3,53.0,1.56,15.1,Matches
2019-2020,PrimeiraLiga,Rio Ave,Squad Total,,,27.2,34.0,36.0,3.0,3.0,6.0,0.0,33.0,0.25,-3.0,-0.09,164.0,427.0,38.4,893.0,197.0,29.9,31.7,300.0,53.3,42.0,510.0,22.0,4.3,53.0,1.56,15.1,
